title,description,pub_date,link,query
"금융위, 중동 상황 시장 점검…시장안정프로그램 적극 운영 지시",이 대통령은 임시 국무회의에서  주식과 환율 등 금융시장 변동성 확대에 적극 대응해야 한다 며  자본시장의 불안을 차단하기 위해 마련된 100조 원 규모의 시장안정 프로그램을 신속히 집행하라 고 지시했습니다. 신진창...,"Fri, 06 Mar 2026 16:20:00 +0900",https://news.sbs.co.kr/news/endPage.do?news_id=N1008467221&plink=ORI&cooper=NAVER,환율
"'개미', 2.9조 '사자' 코스피 5500선 사수···코스닥 3.43%↑","원·달러 환율은 중동 사태 장기화 우려와 국제유가 급등 등으로 8.3원 올라 1476.4원으로 집계됐다. 특히 주간 거래에서도 10.9원 오른 1479.0원으로 출발해 1480원을 넘기기도 했으며, 이보다 앞서 야간거래에선...","Fri, 06 Mar 2026 16:20:00 +0900",https://www.newsfreezone.co.kr/news/articleView.html?idxno=678385,환율
"[마감시황] 코스피, '롤러코스터' 끝 강보합…중동 전쟁·유가·환율 삼...","서울 외환시장에서 원·달러 환율은 전날보다 8.3원 오른 1476.4원에 마감해 위험자산 선호를 제약했다.... 전날 급락장에서 저가 매수에 나섰던 개인의 자금이 이날도 유입됐지만, 중동발 리스크와 유가·환율...","Fri, 06 Mar 2026 16:20:00 +0900",http://www.kdfnews.com/news/articleView.html?idxno=179340,환율
"환율 부담 완화할 것  면세업계, 이란 전쟁에 '긴장'...실적 방어 가능...","6일 업계에 따르면 최근 중동 사태가 국제유가 상승, 환율 변동성 확대로 이어져 면세업계의 긴장감이 커지고 있다. 유가가 오르면 항공사 유류비 부담이 커지며 항공권 가격 인상으로 이어질 수 있고, 원·달러 환율...","Fri, 06 Mar 2026 16:20:00 +0900",https://www.dizzotv.com/site/data/html_dir/2026/03/06/2026030680182.html,환율
코스닥 액티브·중국 AI 반도체 ETF 상장…KRX 상품 1075개로 확대,"한국거래소는 측은  액티브 ETF의 경우 운용 전략에 따라 지수 대비 성과 차이가 발생할 수 있으며 환노출 상품은 환율 변동 위험에도 노출될 수 있다 며  ETF 투자자는 총보수 외에도 기초지수 사용료, 매매비용...","Fri, 06 Mar 2026 16:19:00 +0900",https://www.newspim.com/news/view/20260306001040,환율
"코스피, 개인 3조 순매수에 5580선 강보합 마감…코스닥은 3% 상승","63%), 알테오젠(0.27%) 등은 상승했다. 삼천당제약(-4.02%)과 레인보우로보틱스(-0.60%) 등은 약세를 기록했다. 서울 외환시장에서 원/달러 환율은 전일 대비 8.3원 오른 1476.4원에 주간 거래를 마감했다.","Fri, 06 Mar 2026 16:18:00 +0900",http://www.seoulwire.com/news/articleView.html?idxno=709947,환율
"주유소협회, 기름값 폭리 논란 반박… 정유사 공급가 인상 영향","협회 설명에 따르면 최근 국제유가 상승과 석유제품 가격 인상, 환율 상승이 겹치며 정유사의 공급가격이 빠르게 올랐다. 공급가격 인상은 주유소 판매가격 상승 압력으로 이어지며 소비자가 체감하는 기름값 상승 폭을...","Fri, 06 Mar 2026 16:18:00 +0900",https://www.ngetnews.com/news/articleView.html?idxno=548891,환율
"코스피, 5580선 강보합 장 마쳐…코스닥, 3%대 상승",6%)는 약세를 보였습니다. 서울 외환시장에서 원달러환율은 전 거래일보다 8.3원 오른 1476.4원에 마감했습니다. 6일 오후 서울 중구 하나은행 딜링룸에서 딜러들이 업무를 하고 있다. (사진=뉴시스),"Fri, 06 Mar 2026 16:18:00 +0900",http://www.newstomato.com/ReadNews.aspx?no=1293465&inflow=N,환율
주유소협회  우리가 기름값 폭리?…정유사 공급가 인상 때문,"협회에 따르면 최근 국제유가와 석유제품 가격, 환율 상승 등의 영향으로 정유사 공급가격이 크게 오르면서 주유소 판매가격 상승 압력도 커졌다. 일부 정유사의 공급가격은 하루 사이 휘발유는 100원 이상, 경유는 200원...","Fri, 06 Mar 2026 16:18:00 +0900",http://www.kookje.co.kr/news2011/asp/newsbody.asp?code=0200&key=20260306.99099001952,환율
"코스피, 등락 끝에 5,580대 강보합 마감",서울 외환시장에서 원·달러 환율은 오후 3시 30분 기준 전날보다 8.3원 오른 1476.4원으로 마감했다. 환율 상승도 투자심리 위축 요인으로 작용했다. 수급에서는 개인이 2조9503억원어치를 순매수하며 지수 방어에...,"Fri, 06 Mar 2026 16:18:00 +0900",https://www.jeonmae.co.kr/news/articleView.html?idxno=1236235,환율
미국 '상호관세' 이어 '글로벌 관세'도 무효 소송... 트럼프 불법 행동,"또한 무역법 122조의 국제수지 적자는 해당 법 제정 당시인 1974년의 고정환율제를 상정한 것으로, 1976년 고정환율제가 종식된 이후 존재할 수 없는 개념이라는 것이 이들의 주장이다. 이밖에 무역법 122조는 관세가 국가...","Fri, 06 Mar 2026 16:18:00 +0900",https://www.hankookilbo.com/news/article/A2026030614210002667?did=NA,환율
코스피 강보합 마감…코스닥은 3% 넘게 올라,"오후 3시 30분 기준 서울 외환시장에서 달러 대비 원화 환율은 전날보다 8.3원 오른 1476.4원을 가리켰다. 매매동향을 보면 외국인과 기관이 각각 1조9412억원, 1조1153억원어치를 순매도했다. 반면 개인이 무려...","Fri, 06 Mar 2026 16:16:00 +0900",https://www.mediapen.com/news/view/1085518,환율
"코스피, '롤러코스터' 끝 강보합…코스닥 3% 급등","서울 외환시장에서 원·달러 환율은 전 거래일보다 8.3원 오른 1,476.4원에 거래를 마쳤습니다. 지금까지 한국거래소에서 연합뉴스TV 김채영입니다. [영상취재 함정태] [영상편집 김건영] #환율 #코스피 #코스닥 #삼성전자...","Fri, 06 Mar 2026 16:16:00 +0900",http://www.yonhapnewstv.co.kr/MYH20260306161552KmX,환율
양승조  간판 정치 말고 민생 말해야 …박수현 정면 비판,최근 충남대전통합시장 출마를 선언한 양 전 지사 캠프는 이날 논평에서  중동 전쟁 위기로 유가와 환율이 급등하는 상황에서 '대통령 비서실'의 이름이 경선의 정치적 '간판'으로 소비되고 있다 며 박 의원을 정면...,"Fri, 06 Mar 2026 16:15:00 +0900",https://www.nocutnews.co.kr/news/6480826?utm_source=naver&utm_medium=article&utm_campaign=20260306041440,환율
"코스피, 강보합세 5580선 마감...코스닥 3% 상승","46%), 리가켐바이오(4.84%), 케어젠(5.27%) 등은 올랐다. 반면 삼천당제약(-3.77%), 레인보우로보틱스(-0.60%) 등은 내렸다. 서울 외환시장에서 원/달러 환율은 전 거래일보다 8.3원 오른 1476.4원에 주간 거래를 마감했다","Fri, 06 Mar 2026 16:14:00 +0900",https://www.cstimes.com/news/articleView.html?idxno=696310,환율
"중기부, 중동 상황 대응 '긴급 물류바우처' 신설…정책자금 특별만기연...",중동 상황에 따른 환율 변동성 확대와 고환율로 원부자재 수입 부담이 커질 수 있다는 우려도 제기됩니다. 이에 따라 중기부는 원부자재 수입 기업 등을 대상으로 선제적 특별만기연장을 3월 중 시행할 계획입니다....,"Fri, 06 Mar 2026 16:14:00 +0900",http://www.newstomato.com/ReadNews.aspx?no=1293430&inflow=N,환율
"개인 등에 업은 코스피, ‘강보합’ 마감…코스닥 3.43%↑[마켓시그널]",이날 신규 상장한 에스팀도 ‘따따블(공모가 대비 4배 상승)’로 거래를 마쳤다. 한편 이날 서울 외환시장에서 원·달러 환율은 이란 사태 장기화 우려에 전장보다 8.3원 오른 달러당 1476.4원에 주간거래를 마쳤다.,"Fri, 06 Mar 2026 16:13:00 +0900",https://www.sedaily.com/article/20016207?ref=naver,환율
"코스피, 개인 3조 순매수에 5580대 '강보합' 마감",전쟁 리스크가 실물·원자재·환율 변수로 번질 수 있다는 경계심이 커졌지만 장중 과도한 낙폭에 대한 되돌림 매수도 동시에 유입된 것으로 풀이된다. 시가총액 상위 종목은 혼조세로 마감했다. 방산·에너지...,"Fri, 06 Mar 2026 16:12:00 +0900",https://www.ebn.co.kr/news/articleView.html?idxno=1701736,환율
"코스피, 중동 리스크 속 개인 매수세에 '보합 마감'…코스닥 3.43%↑",노동길 신한투자증권 연구원은  유가 상승 및 원달러 환율 변동성 확대에 전일 상승분에 대한 되돌림... 한편 이날 오후 3시30분 종가 기준 서울 외환시장에서 원·달러 환율은 전 거래일보다 8.3원 오른 1476....,"Fri, 06 Mar 2026 16:12:00 +0900",http://www.newsprime.co.kr/news/article.html?no=726322,환율
"주유소협회  기름값 폭등, 정유사 공급가 인상이 1차 요인, 자체 조정 여...","협회에 따르면 최근 국제유가와 석유제품 가격, 환율이 동시에 상승하면서 정유사 공급가격이 크게... 다만 국제유가와 환율 상승으로 공급가격이 오르는 상황에서 소매가격만 묶일 경우 원가 이하 판매가 발생할 수...","Fri, 06 Mar 2026 16:12:00 +0900",https://www.cjb.co.kr/home/sub.php?menukey=61&mod=view&P_NO=260306511&PRO_CODE=99,환율
삼성전자·SK하이닉스 하락...코스닥 3%대 상승...이차전지주 강세,원/달러 환율은 이날 국제 유가 급등 등으로 상승했다. 서울 외환시장에서 미국 달러화 대비 원화 환율의 주간 거래 종가(오후 3시30분 기준)는 전날보다 8.3원 오른 1476.4원으로 집계됐다. 전날 진정세를...,"Fri, 06 Mar 2026 16:12:00 +0900",https://isplus.com/article/view/isp202603060109,환율
"금융위, 중동상황 시장점검…시장안정프로그램 적극 운영 지시",이 대통령은 전날 임시 국무회의에서  주식과 환율 등 금융시장 변동성 확대에 적극 대응해야 한다 며  자본시장의 불안을 차단하기 위해 마련된 100조원 규모의 시장안정 프로그램을 신속히 집행하라 고 지시했다. 이에 신...,"Fri, 06 Mar 2026 16:11:00 +0900",https://www.yna.co.kr/view/AKR20260306134500002?input=1195m,환율
롤러코스터 장세에 투자자  코인판이냐 …코스피·코스닥 요동,"학습효과가 생겼다 며  펀더멘털(기초체력)에 근거한 저가 매수세가 5,500선을 지지하고 있다 고 분석했다. 원·달러 환율은 1,476.4원으로 전날보다 8.3원 올라 원화 약세를 보였다. 일주일 사이 36.7원이나 급등했다.","Fri, 06 Mar 2026 16:11:00 +0900",https://www.hankookilbo.com/news/article/A2026030610580005469?did=NA,환율
"중동 전쟁 확대 우려에 코스피 등락‥어제와 비슷한 5,580선에 마감","급등락을 보였는데, 오늘은 어제와 비슷한 수준에서 거래를 끝냈습니다. 코스닥지수는 어제보다 38포인트, 3.43% 오른 1,154.67로 끝났고, 달러 대비 원화 환율은 8.3원 오른 1,476.4원으로 주간 거래를 마쳤습니다.","Fri, 06 Mar 2026 16:10:00 +0900",https://imnews.imbc.com/news/2026/econo/article/6805456_36932.html,환율
“기름값 오르면 주유소부터 욕 먹어야?”…정유사 공급가까지 번진 논...,"최근 국제유가 상승과 환율 변동이 동시에 나타나면서 정유사 공급가격의 변동 폭도 커졌습니다. 업계에 따르면 일부 정유사의 공급가격은 하루 사이 휘발유 100원 이상, 경유는 200원 이상 오르기도 했습니다. 협회는...","Fri, 06 Mar 2026 16:10:00 +0900",https://www.jibs.co.kr/news/articles/articlesDetail/58583?feed=na,환율
"코스피, 5584.87로 '강보합' 마감…코스닥은 3.43% 상승","코스닥 시가총액 1위인 에코프로가 5.72% 급등했으며 알테오젠(0.27%), 에코프로비엠(3.53%) 등이 상승 마감했다. 서울외환시장에서 원·달러 환율은 전일 오후 3시30분 주간종가 대비 8.3원 오른 1476.4원을 기록했다.","Fri, 06 Mar 2026 16:10:00 +0900",http://www.seouleconews.com/news/articleView.html?idxno=89818,환율
"코스피, 숨고르기 끝에 5580선 강보합…코스닥 3% 상승 마감","84%) 등도 상승 마감했다. 반면 삼천당제약(-4.02%), 레인보우로보틱스(-0.60%), 메지온(-2.72%) 등은 하락 마감했다. 한편 이날 서울 외환시장에서 원달러 환율은 전일 주간 거래 종가 대비 8.3원 오른 1476.4원에 마감했다.","Fri, 06 Mar 2026 16:10:00 +0900",https://www.newsworks.co.kr/news/articleView.html?idxno=833274,환율
중동리스크 지속…달러·원 환율 8.3원 오른 1476.4원 마감(종합),달러·원 환율이 다시 1470원대에 진입했다. 이란의 호르무즈 해협 봉쇄 위협과 주변국 확전 우려로 국제유가가 급등하는 등 위험회피심리가 확산한 영향이다. 6일 서울외환시장에서 달러·원 환율은 전 거래일...,"Fri, 06 Mar 2026 16:10:00 +0900",https://www.news1.kr/finance/market-exr/6092878,환율
"[마감시황]코스피, 개인 3조원 규모 매수세에 5580선 안착…5584.87 마감","84%), 케어젠(5.80%)은 상승했다. 이어 삼천당제약(-4.02%), 레인보우로보틱스(-0.60%) 등은 하락했다. 이날 서울외환시장에서 원·달러 환율은 전 거래일(1468.1원) 대비 8.3원 오른 1476.4원에 거래를 마쳤다.","Fri, 06 Mar 2026 16:10:00 +0900",https://www.newsway.co.kr/news/view?ud=2026030615513070259,환율
"[마감시황]  급반등 재조정 국면 , 코스피 보합 마감",서울외환시장에서 달러/원 환율은 전장 대비 6.80원 상승한 1474.90원에 주간거래를 마감했다. 2026.03.06... 한편 이날 서울 외환시장에서 달러/원 환율은 전 거래일보다 8.3원 오른 1476.4원에 마감했다.,"Fri, 06 Mar 2026 16:09:00 +0900",https://www.newspim.com/news/view/20260306000989,환율
주유소협회  '폭리' 프레임 사실 아냐…기름값 상승 1차 원인은 정유사...,"협회에 따르면 최근 국제유가와 석유제품 가격, 환율 상승 등의 영향으로 정유사 공급가격이 크게 오르면서... 협회는 “국제유가와 환율 급등으로 정유사 공급가격이 상승하는 국면에서 소매가격만 묶이면 정상 주유소가...","Fri, 06 Mar 2026 16:09:00 +0900",https://www.dailian.co.kr/news/view/1617779/?sc=Naver,환율
"코스피, 극심한 변동 속 소폭 상승... 코스닥은 3%대 상승","48%), 두산에너빌리티(3.20%) 등은 올랐다. 코스닥은 전장보다 38.26포인트(3.43%) 오른 1154.67에 거래를 마쳤다. 한편, 서울 외환시장에서 원·달러 환율은 전 거래일보다 4.00원(0.27%) 내린 1475.00원에 거래 중이다.","Fri, 06 Mar 2026 16:08:00 +0900",https://www.digitaltoday.co.kr/news/articleView.html?idxno=637946,환율
주유소협회  기름값 급등 1차 원인은 정유사,"최근 국제유가와 석유제품 가격, 환율이 동반 상승하면서 정유사 공급가격이 인상됐고, 실제 정유사... 국제유가와 환율 급등으로 정유사 공급가격이 오르는 국면에서 소매 단계인 주유소만 부담을 떠안는 구조가 돼서는...","Fri, 06 Mar 2026 16:08:00 +0900",https://zdnet.co.kr/view/?no=20260306154435,환율
"코스피, 등락 끝에 5,580대 강보합 마감…코스닥은 3% 넘게 상승(종합)","이날 오후 3시 30분 기준 서울 외환시장에서 달러 대비 원화 환율은 전날보다 8.3원 오른 1,476.4원을... 노동길 신한투자증권 연구원은  코스피는 유가 상승 및 원/달러 환율 변동성 확대에 장중 전날 상승분을 일부...","Fri, 06 Mar 2026 16:07:00 +0900",https://www.yna.co.kr/view/AKR20260306134200008?input=1195m,환율
"주유소협회  기름값 급등 1차 요인, 정유사 공급가 인상","최근 국제유가와 석유제품 가격, 환율이 동시에 상승하면서 정유사 공급가격이 크게 올랐고, 이런 상승 압력이 주유소 판매가격에 반영됐다는 게 협회의 설명이다. 일부 정유사의 공급가격은 하루 사이에도 큰 폭으로...","Fri, 06 Mar 2026 16:06:00 +0900",http://www.newsprime.co.kr/news/article.html?no=726320,환율
"환율, 중동 긴장에 상승…1470원 중반대 마감",[신한은행]  원·달러 환율이 중동 정세 불안과 국제 유가 급등 영향으로 6일 상승 마감했다. 이날 미국 달러화 대비 원화 환율의 주간 거래 종가(오후 3시30분 기준)는 전날보다 8.3원 오른 1476.4원으로 집계됐다....,"Fri, 06 Mar 2026 16:06:00 +0900",https://www.ziksir.com/news/articleView.html?idxno=126233,환율
"코스피, 5,580대 마감...코스닥은 3%대 상승","02% 오른 5,584.87에 장을 마감했습니다. 코스닥지수는 어제보다 3.43% 오른 1,154.67에 거래를 마쳤습니다. 서울 외환시장에서 원달러 환율은 어제보다 8.3원 오른 1476원 4전으로 거래를 마감했습니다. BBS 보도국","Fri, 06 Mar 2026 16:06:00 +0900",https://news.bbsi.co.kr/news/articleView.html?idxno=4070529,환율
‘기름값 폭등 주범’ 지목된 주유소들 “1차 요인은 정유사 공급가 인...,"협회에 따르면, 최근 국제유가와 석유제품 가격, 환율 상승 등으로 정유사 공급가격이 인상됐다. 휘발유의... 다만 최고가격을 도입하더라도, 국제유가환율 급등으로 정유사 공급가격이 상승하는 국면에서 주유소만...","Fri, 06 Mar 2026 16:06:00 +0900",https://vop.co.kr/A00001689172.html,환율
정부 물가 압박에 빵값 내렸다...가격표 바꾸는 식품업계,"다만 물류비와 인건비, 환율 등 비용 부담이 여전히 높은 만큼 업계에서는 전면적인 가격 인하보다는 일부 제품 중심의 부분 조정 가능성이 크다는 전망이 나온다. 유통업계 관계자는  원재료 가격이 일부 안정된 것은...","Fri, 06 Mar 2026 16:06:00 +0900",https://www.ntoday.co.kr/news/articleView.html?idxno=125739,환율
코스피 0.97 포인트 상승 5580선 유지,"67로 거래를 마감한 가운데, 서울 중구 하나은행 을지로본점 딜링룸에서 직원들이 업무를 보고 있다. 서울외환시장에서 달러/원 환율은 전장 대비 7.10원 상승한 1475.20원에 주간거래를 마감했다. 2026.03.06","Fri, 06 Mar 2026 16:06:00 +0900",https://www.newspim.com/news/view/20260306001018,환율
"코스피, 개미 ‘사자’에 5580선 강보합 [시황]","노동길 신한투자증권 연구원은 “유가 상승, 원·달러 환율 변동성 확대에 전일(5일) 상승분 일부를 되돌렸다”며 “대규모로 비중을 축소하는 형태가 아닌 일부 매도를 통해 대응하는 성격”이라고...","Fri, 06 Mar 2026 16:04:00 +0900",https://www.dailian.co.kr/news/view/1617770/?sc=Naver,환율
반도체 약세에 코스피 제자리… 코스닥 3.4% 급등 마감,"코스피,코스닥,환율 6일 코스피가 전 거래일보다 0.97포인트(0.02%) 오른 5584.87에 마감했다. 사진=KTV... 서울 외환시장에서 원·달러 환율은 전일보다 8.3원 오른 1476.4원에 거래를 마쳤다. 이날 원·달러 환율은...","Fri, 06 Mar 2026 16:04:00 +0900",https://www.newsclaim.co.kr/news/articleView.html?idxno=3057242,환율
"중동 전황 따라 롤러코스터 … 간 커진 개미들, 또 무섭게 사들이며 코...",서울외환시장에서 달러·원 환율은 전일 오후 3시 30분 주간종가 대비 8.3원 오른 1476.4원을 기록하며 불안한 흐름을 이어갔다. 시장 전문가들은 지난 3일 중동 확전 우려로 코스피가 7% 넘게 폭락하며 5800선이...,"Fri, 06 Mar 2026 16:04:00 +0900",https://biz.newdaily.co.kr/site/data/html/2026/03/06/2026030600269.html,환율
[충남도지사 선거] 박수현 출격하자 양승조 즉각 ‘공격 모드’,캠프는 최근 중동 정세 불안에 따른 국제 유가 상승과 환율 변동을 언급하며 “충남 경제는 에너지 가격과 수출 환경 변화에 민감한 구조”라며 “지금은 도민 민생을 이야기해야 할 때”라고 강조했다. 특히 박 전...,"Fri, 06 Mar 2026 16:02:00 +0900",http://www.sisanews24.co.kr/18241,환율
원/달러 환율 8.3원 급등. 코스피는 보합,"환율 상승, 유가 급등과 맞물려 물가 불안 심화 원/달러 환율이 6일 8.3원 오르며 국제유가 급등과 맞물려 물가 불안을 심화시켰다. 서울 외환시장에서 원/달러 환율은 이날 오후 3시 30분 전 거래일보다 8.3원...","Fri, 06 Mar 2026 16:02:00 +0900",https://www.viewsnnews.com/article?q=234121,환율
코스피 5584 강보합 마감…코스닥 3.43%↑,코스닥 지수는 전날보다 38.26포인트(3.43%) 급등한 1154.67에 마감했다. 서울 외환시장에서 원·달러 환율은 전 거래일(1468.1)보다 8.3원 오른 1476.4원에 주간 거래를 마감했다.,"Fri, 06 Mar 2026 16:02:00 +0900",http://www.iminju.net/news/articleView.html?idxno=159884,환율
"[마감시황] 코스피, 개인 순매수 힘입어 강보합…코스닥 3%대 강세","서울 외환시장에서 원·달러 환율은 전 거래일 대비 8.3원 뛴 1476.4원에 주간 거래를 종료했다. 신한투자증권 관계자는 “코스피는 유가 상승, 원·달러 환율 변동성이 확대되며 장중 전일 상승분을 대부분...","Fri, 06 Mar 2026 16:02:00 +0900",http://www.shinailbo.co.kr/news/articleView.html?idxno=2199188,환율
주유소협회 “기름값 상승은 정유사 공급가 영향…‘폭리’ 아냐”,"협회에 따르면 최근 국제유가와 석유제품 가격, 환율 상승 등의 영향으로 정유사 공급가격이 크게 오르면서 주유소 판매가격 상승 압력도 커졌습니다. 일부 정유사는 하루새 주유소 공급가격을 휘발유는 100원 이상, 경유는...","Fri, 06 Mar 2026 16:01:00 +0900",https://news.kbs.co.kr/news/pc/view/view.do?ncd=8501446&ref=A,환율
[사사건건] ‘기름값 바가지’에 인상 쓴 대통령…“대가 알게 될 것”,"정부에 또 하나 당부드리고 싶은 것은, 이게 유가도 있지만 환율 문제도 있어요. ◎김용준: 그렇죠. ▼주진우: 환율과 유가 문제가 있고 저번에 구윤철 경제부총리가 한미 통화 스와프를 체결하겠다고 얘기해서 거의 된...","Fri, 06 Mar 2026 16:00:00 +0900",https://news.kbs.co.kr/news/pc/view/view.do?ncd=8501445&ref=A,환율
"중동사태 장기화 우려에…환율, 8.3원↑ 1476.4원",미국과 이란 간 갈등이 이어지며 국제유가가 상승하고 안전자산 선호가 다시 강해지면서 원·달러 환율이 상승세를 보였다. 6일 서울 외환시장에서 원·달러환율은 주간거래 종가(15시30분) 기준 전 거래일 보다...,"Fri, 06 Mar 2026 16:00:00 +0900",https://www.dnews.co.kr/uhtml/view.jsp?idxno=202603061539575210162,환율
코스피 5580선 유지하며 마감,"67로 거래를 마감한 가운데, 서울 중구 하나은행 을지로본점 딜링룸에서 직원들이 업무를 보고 있다. 서울외환시장에서 달러/원 환율은 전장 대비 7.10원 상승한 1475.20원에 주간거래를 마감했다. 2026.03.06","Fri, 06 Mar 2026 16:00:00 +0900",https://www.newspim.com/news/view/20260306000999,환율
"[경인방송 경제뉴스] 현대건설, 압구정 3·5구역 금융협력 확대","원·달러 환율 변동이 반영되는 환노출형이며, 운용보수는 연 0.75%입니다. 만기일은 2029년 2월 23일로, 2029년 2월 21일까지 거래할 수 있습니다. ■ 미래에셋증권, 우리카드 5천만달러 소셜 김치본드 발행 주관...","Fri, 06 Mar 2026 16:00:00 +0900",https://news.ifm.kr/news/articleView.html?idxno=466229,환율
이란 상태 장기화 우려에도 코스피 5580대 강보합…환율 1476.4원 마감,서울 외환시장에서 원·달러 환율은 전 거래일(1468.1)보다 8.3원 오른 1476.4원에 주간 거래를 마감했다.... 한편 서울외환시장에서 원달러환율은 전날보다 3.2원 내린 1479.0원으로 출발해 최종 8.3원 오른 1476.4원에...,"Fri, 06 Mar 2026 16:00:00 +0900",http://www.segyebiz.com/newsView/20260306512157?OutUrl=naver,환율
"'개미 3조 순매수', 코스피 강보합 마감...한화에어로 7% ↑","6일 서울 중구 하나은행에 환율, 코스피 등이 표시돼 있다. 코스피는 0.02% 오른 5584.87로 마감했다.... 8%), 코오롱티슈진(10.46%)은 강세였다. 달러·원 환율은 8.3원 오른 1476.4원으로 주간거래를 마쳤다.","Fri, 06 Mar 2026 16:00:00 +0900",http://www.opinionnews.co.kr/news/articleView.html?idxno=134565,환율
"개미 2.9조 사자에 코스피, 강보합…코스닥은 3% 급등[마감]",노동길 신한투자증권 연구원은 “유가 상승 및 원·달러 환율 변동성 확대에 전일 상승분을 일부 되돌렸다”며 “V자 반등보다 W자의 리테스트”라고 분석했다. 유가증권시장에서 외국인과 기관이 각각 1조...,"Fri, 06 Mar 2026 16:00:00 +0900",http://www.edaily.co.kr/news/newspath.asp?newsid=04391926645380696,환율
코스피-코스닥-달러/원 환율 상승 마감,"67로 거래를 마감한 가운데, 서울 중구 하나은행 을지로본점 딜링룸에서 직원들이 업무를 보고 있다. 서울외환시장에서 달러/원 환율은 전장 대비 7.10원 상승한 1475.20원에 주간거래를 마감했다. 2026.03.06","Fri, 06 Mar 2026 15:58:00 +0900",https://www.newspim.com/news/view/20260306000996,환율
"(마감시황) 코스피, 장중 3% 급락 후 간신히 반등…이란전 불안감 지속","02%), 퍼스텍(16.84%), 금양그린파워(12.79%) 등은 52주 신고가를 경신했다. 한편 서울 외환시장에서 원·달러 환율은 주간 거래 종가인 오후 3시 30분을 기준으로 전 거래일보다 8.3원 오른 1,476.4원을 기록했다.","Fri, 06 Mar 2026 15:58:00 +0900",https://www.news2day.co.kr/article/20260306500201,환율
"코스피 5500선 지킨 개미, 3조원 담았다...코스닥 3%대 반등","상한종목은 10개, 상승종목은 1215개, 하한종목은 1개, 하락종목은 477개, 보합종목은 63개로 집계됐다. 한편, 서울 외환시장에서 원·달러 환율은 전 거래일보다 8.3원 오른 1476.4원에 주간 거래를 마감했다.","Fri, 06 Mar 2026 15:56:00 +0900",http://www.metroseoul.co.kr/article/20260306500239,환율
개인 매수세에 코스피 상승...코스닥은 3% 급등,"원-달러 환율은 1,480원까지 오르는 등 불안한 모습이었습니다. 취재기자를 연결해 증시와 환율 소식 좀 더 알아보겠습니다. 류환홍 기자! 코스피가 아슬아슬하게 상승으로 마감했는데 오늘 상황 정리해주시죠....","Fri, 06 Mar 2026 15:56:00 +0900",https://www.ytn.co.kr/_ln/0102_202603061556516137,환율
"코스피, 개인 '사자'에 장중 낙폭 만회…5584.87 마감","63%) △에이비엘바이오(7.45%) △리노공업(4.61%) △코오롱티슈진(10.46%) △리가켐바이오(4.84%) △케어젠(5.80%) 등이다. 한편, 서울 외환시장에서 원·달러 환율은 전 거래일 대비 8.3원 오른 1476.4원에 마감했다.","Fri, 06 Mar 2026 15:56:00 +0900",https://news.tf.co.kr/read/economy/2299472.htm,환율
주유소협회  판매가 상승 1차 원인은 정유사 공급가 인상…폭리 아냐,"협회에 따르면 최근 국제유가와 석유제품 가격, 환율이 동시에 상승하면서 정유사 공급가격이 크게 올랐다.... 다만 국제유가와 환율 상승으로 공급가격이 오르는 상황에서 소매가격만 묶일 경우 원가 이하 판매가 발생할...","Fri, 06 Mar 2026 15:55:00 +0900",https://www.newsis.com/view/NISX20260306_0003538119,환율
코스피 0.02% 상승 5580선 유지,"67로 거래를 마감한 가운데, 서울 중구 하나은행 을지로본점 딜링룸에서 직원들이 업무를 보고 있다. 서울외환시장에서 달러/원 환율은 전장 대비 7.00원 상승한 1475.10원에 주간거래를 마감했다. 2026.03.06","Fri, 06 Mar 2026 15:55:00 +0900",https://www.newspim.com/news/view/20260306000995,환율
'삼부토건 주가조작' 손 놓은 특검도  자본주의 파괴죄 ? [뉴스톡 웰스톡...,"코스피 지수는 0.97p(0.02%) 오른 5584.87을 기록했고, 연일 매수 사이드카가 발동된 코스닥은 38.26p(3.43%) 뛴 1154.67로 장을 마감했다. 서울외환시장에서 원/달러 환율은 8.3원 급등한 1476.4원에 거래를 마쳤다.","Fri, 06 Mar 2026 15:54:00 +0900",http://www.newswell.co.kr/news/articleView.html?idxno=16498,환율
[마감시황] 에스팀·방산주·넷마블,"이날 서울 외환시장에서 미국 달러화 대비 원화 환율의 주간 거래 종가는 전날보다 8.3원 오른 1,476.4원으로 집계됐다. ◆ 에스팀 장윤주·한혜진 소속사로 잘 알려진 에스팀 주가가 코스닥 상장 첫날 '따따블...","Fri, 06 Mar 2026 15:54:00 +0900",https://www.joongangenews.com/news/articleView.html?idxno=500150,환율
"코스닥지수, 중동사태 전으로 회귀",유가·환율 변동성을 경계하는 분위기다. 한국거래소에 따르면 6일 코스닥은 전 거래일 대비 3.43%(38.... 노동길 신한투자증권 연구원은  유가 상승 및 원달러 환율 변동성 확대에 전일 상승분에 대한 되돌림...,"Fri, 06 Mar 2026 15:54:00 +0900",https://www.straightnews.co.kr/news/articleView.html?idxno=296688,환율
코스피 0.02%상승 마감…코스닥은 3.43%↑,낙폭을 축소해 장 막판 소폭 상승세로 돌아섰다. 코스닥지수는 전장보다 38.26포인트(3.43%) 오른 1154.67에 거래를 마쳤다. 서울외환시장에서 원·달러 환율은 전 거래일보다 8.3원 오른 1476.4원을 기록했다.,"Fri, 06 Mar 2026 15:54:00 +0900",https://www.daejonilbo.com/news/articleView.html?idxno=2261129,환율
